Indicator,Measure,Year,Geography,Rate,95% Confidence Interval,Cases,Population,Significant Compared to Ontario,Suppression Flag
Incidence of all cancers,Age-standardized rate (males),2013,Algoma Public Health,750.7,(686.7-814.7),551.0,57202.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2014,Algoma Public Health,625.0,(567.0-683.0),466.0,56748.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2010,Brant County Health Unit,633.2,(570.4-695.9),400.0,68594.0,No,
Incidence of all cancers,Age-standardized rate (males),2011,Brant County Health Unit,609.5,(549.3-669.7),398.0,69022.0,No,
Incidence of all cancers,Age-standardized rate (males),2012,Brant County Health Unit,636.8,(576.2-697.5),427.0,69727.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,Brant County Health Unit,568.1,(511.5-624.6),391.0,70407.0,No,
Incidence of all cancers,Age-standardized rate (males),2014,Brant County Health Unit,521.5,(467.9-575.0),367.0,70884.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,Durham Region Health Department,614.2,(582.0-646.3),1480.0,304331.0,No,
Incidence of all cancers,Age-standardized rate (males),2011,Durham Region Health Department,669.4,(636.3-702.4),1658.0,307761.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2012,Durham Region Health Department,600.9,(570.5-631.4),1565.0,312427.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,Durham Region Health Department,591.9,(562.3-621.5),1601.0,316715.0,No,
Incidence of all cancers,Age-standardized rate (males),2014,Durham Region Health Department,586.1,(556.9-615.3),1625.0,320763.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,Grey Bruce Health Unit,661.6,(609.9-713.2),651.0,80588.0,No,
Incidence of all cancers,Age-standardized rate (males),2011,Grey Bruce Health Unit,656.9,(605.2-708.7),644.0,80617.0,No,
Incidence of all cancers,Age-standardized rate (males),2012,Grey Bruce Health Unit,625.8,(576.7-674.9),647.0,80856.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,Grey Bruce Health Unit,598.5,(550.9-646.0),633.0,81059.0,No,
Incidence of all cancers,Age-standardized rate (males),2014,Grey Bruce Health Unit,625.8,(576.3-675.3),653.0,81169.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2010,Haldimand-Norfolk Health Unit,701.2,(632.3-770.1),413.0,55623.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2011,Haldimand-Norfolk Health Unit,657.6,(592.4-722.8),402.0,55499.0,No,
Incidence of all cancers,Age-standardized rate (males),2012,Haldimand-Norfolk Health Unit,604.5,(542.8-666.2),378.0,55301.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,Haldimand-Norfolk Health Unit,659.1,(594.8-723.3),417.0,55327.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2014,Haldimand-Norfolk Health Unit,555.0,(497.5-612.6),368.0,55335.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,"Haliburton, Kawartha, Pine Ridge District Health Unit",623.1,(576.7-669.6),714.0,87153.0,No,
Incidence of all cancers,Age-standardized rate (males),2011,"Haliburton, Kawartha, Pine Ridge District Health Unit",709.7,(660.0-759.3),817.0,87349.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2012,"Haliburton, Kawartha, Pine Ridge District Health Unit",651.4,(604.2-698.5),775.0,88052.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2013,"Haliburton, Kawartha, Pine Ridge District Health Unit",598.6,(554.2-643.0),740.0,88381.0,No,
Incidence of all cancers,Age-standardized rate (males),2014,"Haliburton, Kawartha, Pine Ridge District Health Unit",557.4,(514.9-599.8),709.0,88604.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,Halton Region Public Health,593.3,(559.3-627.2),1214.0,248319.0,No,
Incidence of all cancers,Age-standardized rate (males),2011,Halton Region Public Health,617.9,(583.8-652.0),1308.0,253220.0,No,
Incidence of all cancers,Age-standardized rate (males),2012,Halton Region Public Health,571.2,(539.5-602.9),1276.0,258776.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,Halton Region Public Health,529.5,(499.5-559.6),1217.0,264357.0,Lower,
Incidence of all cancers,Age-standardized rate (males),2014,Halton Region Public Health,548.6,(518.8-578.5),1318.0,269126.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,City of Hamilton Public Health Services,631.1,(599.3-662.8),1537.0,261379.0,No,
Incidence of all cancers,Age-standardized rate (males),2011,City of Hamilton Public Health Services,639.7,(608.2-671.1),1602.0,263365.0,No,
Incidence of all cancers,Age-standardized rate (males),2012,City of Hamilton Public Health Services,615.9,(585.5-646.3),1581.0,266209.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,City of Hamilton Public Health Services,606.4,(576.7-636.2),1602.0,268991.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2014,City of Hamilton Public Health Services,546.7,(518.8-574.6),1478.0,271638.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,Hastings Prince Edward Public Health,600.7,(549.1-652.4),544.0,80652.0,No,
Incidence of all cancers,Age-standardized rate (males),2011,Hastings Prince Edward Public Health,683.6,(629.7-737.6),637.0,80648.0,No,
Incidence of all cancers,Age-standardized rate (males),2012,Hastings Prince Edward Public Health,667.9,(615.0-720.7),635.0,80463.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2013,Hastings Prince Edward Public Health,676.1,(623.5-728.7),656.0,80399.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2014,Hastings Prince Edward Public Health,564.6,(517.2-612.0),565.0,80261.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,Huron Perth Public Health,712.6,(622.4-802.7),244.0,30175.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2011,Huron Perth Public Health,748.4,(656.9-840.0),263.0,30010.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2012,Huron Perth Public Health,652.2,(566.6-737.7),231.0,29611.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,Huron Perth Public Health,673.8,(586.7-760.8),241.0,29553.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2014,Huron Perth Public Health,589.7,(509.2-670.2),217.0,29441.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,Chatham-Kent Public Health,664.8,(594.6-735.1),358.0,52681.0,No,
Incidence of all cancers,Age-standardized rate (males),2011,Chatham-Kent Public Health,674.4,(605.4-743.3),376.0,52264.0,No,
Incidence of all cancers,Age-standardized rate (males),2012,Chatham-Kent Public Health,630.4,(564.9-695.9),361.0,51974.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,Chatham-Kent Public Health,601.0,(537.1-665.0),346.0,51808.0,No,
Incidence of all cancers,Age-standardized rate (males),2014,Chatham-Kent Public Health,586.9,(523.8-649.9),340.0,51775.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,"Kingston, Frontenac and Lennox & Addington Public Health",602.7,(553.6-651.7),590.0,96784.0,No,
Incidence of all cancers,Age-standardized rate (males),2011,"Kingston, Frontenac and Lennox & Addington Public Health",673.1,(621.4-724.8),663.0,97526.0,No,
Incidence of all cancers,Age-standardized rate (males),2012,"Kingston, Frontenac and Lennox & Addington Public Health",616.1,(567.5-664.7),628.0,98272.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,"Kingston, Frontenac and Lennox & Addington Public Health",540.0,(495.3-584.7),569.0,98758.0,No,
Incidence of all cancers,Age-standardized rate (males),2014,"Kingston, Frontenac and Lennox & Addington Public Health",590.7,(544.6-636.8),640.0,99301.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,Lambton Public Health,698.1,(635.9-760.4),495.0,64716.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2011,Lambton Public Health,743.5,(679.3-807.7),531.0,64426.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2012,Lambton Public Health,586.7,(531.4-642.1),440.0,64330.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,Lambton Public Health,604.3,(547.9-660.8),452.0,64173.0,No,
Incidence of all cancers,Age-standardized rate (males),2014,Lambton Public Health,615.5,(559.2-671.9),471.0,63987.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,"Leeds, Grenville & Lanark District Health Unit",634.3,(582.9-685.8),600.0,83014.0,No,
Incidence of all cancers,Age-standardized rate (males),2011,"Leeds, Grenville & Lanark District Health Unit",676.2,(623.8-728.6),659.0,83015.0,No,
Incidence of all cancers,Age-standardized rate (males),2012,"Leeds, Grenville & Lanark District Health Unit",636.2,(586.6-685.7),647.0,83099.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,"Leeds, Grenville & Lanark District Health Unit",570.2,(522.8-617.7),575.0,83067.0,No,
Incidence of all cancers,Age-standardized rate (males),2014,"Leeds, Grenville & Lanark District Health Unit",630.0,(581.3-678.6),669.0,83040.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2010,Middlesex-London Health Unit,600.7,(566.2-635.3),1177.0,219753.0,No,
Incidence of all cancers,Age-standardized rate (males),2011,Middlesex-London Health Unit,634.1,(599.2-669.1),1277.0,221159.0,No,
Incidence of all cancers,Age-standardized rate (males),2012,Middlesex-London Health Unit,598.6,(565.2-631.9),1246.0,223521.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,Middlesex-London Health Unit,593.2,(560.4-626.0),1265.0,225465.0,No,
Incidence of all cancers,Age-standardized rate (males),2014,Middlesex-London Health Unit,580.3,(548.3-612.3),1273.0,227181.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,Niagara Region Public Health,683.9,(650.2-717.7),1600.0,215561.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2011,Niagara Region Public Health,695.0,(661.4-728.6),1661.0,215838.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2012,Niagara Region Public Health,610.3,(579.2-641.5),1494.0,216698.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,Niagara Region Public Health,599.3,(568.9-629.7),1513.0,217254.0,No,
Incidence of all cancers,Age-standardized rate (males),2014,Niagara Region Public Health,570.6,(541.1-600.2),1460.0,218137.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,North Bay Parry Sound District Health Unit,632.6,(573.3-692.0),458.0,63398.0,No,
Incidence of all cancers,Age-standardized rate (males),2011,North Bay Parry Sound District Health Unit,656.7,(597.1-716.3),487.0,63456.0,No,
Incidence of all cancers,Age-standardized rate (males),2012,North Bay Parry Sound District Health Unit,622.4,(565.4-679.5),475.0,63486.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,North Bay Parry Sound District Health Unit,605.4,(549.2-661.6),467.0,63439.0,No,
Incidence of all cancers,Age-standardized rate (males),2014,North Bay Parry Sound District Health Unit,578.5,(525.3-631.8),469.0,63387.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,Northwestern Health Unit,518.7,(444.2-593.1),191.0,40878.0,Lower,
Incidence of all cancers,Age-standardized rate (males),2011,Northwestern Health Unit,469.4,(399.0-539.8),175.0,40997.0,Lower,
Incidence of all cancers,Age-standardized rate (males),2012,Northwestern Health Unit,411.8,(346.0-477.5),155.0,40933.0,Lower,
Incidence of all cancers,Age-standardized rate (males),2013,Northwestern Health Unit,440.6,(374.5-506.7),174.0,40929.0,Lower,
Incidence of all cancers,Age-standardized rate (males),2014,Northwestern Health Unit,432.7,(367.7-497.7),173.0,40906.0,Lower,
Incidence of all cancers,Age-standardized rate (males),2010,Ottawa Public Health,552.3,(528.0-576.6),2026.0,439349.0,Lower,
Incidence of all cancers,Age-standardized rate (males),2011,Ottawa Public Health,585.2,(560.5-609.9),2205.0,445975.0,Lower,
Incidence of all cancers,Age-standardized rate (males),2012,Ottawa Public Health,569.5,(545.6-593.3),2231.0,452129.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,Ottawa Public Health,549.5,(526.5-572.6),2222.0,457643.0,Lower,
Incidence of all cancers,Age-standardized rate (males),2014,Ottawa Public Health,570.1,(546.9-593.3),2368.0,462937.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,Peel Public Health,542.4,(519.9-564.8),2508.0,653034.0,Lower,
Incidence of all cancers,Age-standardized rate (males),2011,Peel Public Health,557.6,(535.5-579.7),2692.0,663620.0,Lower,
Incidence of all cancers,Age-standardized rate (males),2012,Peel Public Health,519.5,(498.9-540.0),2657.0,675798.0,Lower,
Incidence of all cancers,Age-standardized rate (males),2013,Peel Public Health,516.2,(496.2-536.1),2763.0,688268.0,Lower,
Incidence of all cancers,Age-standardized rate (males),2014,Peel Public Health,465.8,(447.4-484.2),2629.0,700107.0,Lower,
Incidence of all cancers,Age-standardized rate (males),2010,Huron Perth Public Health,603.3,(523.4-683.3),220.0,38058.0,No,
Incidence of all cancers,Age-standardized rate (males),2011,Huron Perth Public Health,609.6,(530.2-689.1),227.0,38065.0,No,
Incidence of all cancers,Age-standardized rate (males),2012,Huron Perth Public Health,599.9,(522.1-677.8),229.0,38320.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,Huron Perth Public Health,535.2,(462.8-607.5),211.0,38494.0,No,
Incidence of all cancers,Age-standardized rate (males),2014,Huron Perth Public Health,497.6,(428.7-566.6),201.0,38623.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,Peterborough Public Health,646.3,(589.0-703.6),498.0,67068.0,No,
Incidence of all cancers,Age-standardized rate (males),2011,Peterborough Public Health,657.2,(599.8-714.7),513.0,67164.0,No,
Incidence of all cancers,Age-standardized rate (males),2012,Peterborough Public Health,572.5,(519.8-625.2),463.0,67267.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,Peterborough Public Health,553.5,(502.3-604.8),460.0,67552.0,No,
Incidence of all cancers,Age-standardized rate (males),2014,Peterborough Public Health,581.9,(529.7-634.1),491.0,67780.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,Porcupine Health Unit,661.1,(581.0-741.2),276.0,44134.0,No,
Incidence of all cancers,Age-standardized rate (males),2011,Porcupine Health Unit,653.2,(573.3-733.1),274.0,44047.0,No,
Incidence of all cancers,Age-standardized rate (males),2012,Porcupine Health Unit,611.1,(536.8-685.3),269.0,43824.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,Porcupine Health Unit,601.8,(526.8-676.8),260.0,43724.0,No,
Incidence of all cancers,Age-standardized rate (males),2014,Porcupine Health Unit,580.2,(507.1-653.4),253.0,43402.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,Renfrew County and District Health Unit,496.3,(437.5-555.1),278.0,52629.0,Lower,
Incidence of all cancers,Age-standardized rate (males),2011,Renfrew County and District Health Unit,572.5,(509.6-635.5),324.0,53010.0,No,
Incidence of all cancers,Age-standardized rate (males),2012,Renfrew County and District Health Unit,597.2,(534.3-660.0),352.0,53235.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,Renfrew County and District Health Unit,594.4,(532.2-656.6),357.0,53340.0,No,
Incidence of all cancers,Age-standardized rate (males),2014,Renfrew County and District Health Unit,566.1,(506.5-625.7),353.0,53518.0,No,
Incidence of all cancers,Age-standardized rate (males),2010,Eastern Ontario Health Unit,673.7,(622.4-725.1),687.0,100098.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2011,Eastern Ontario Health Unit,628.1,(579.5-676.6),663.0,100727.0,No,
Incidence of all cancers,Age-standardized rate (males),2012,Eastern Ontario Health Unit,614.7,(568.0-661.4),679.0,101156.0,No,
Incidence of all cancers,Age-standardized rate (males),2013,Eastern Ontario Health Unit,578.1,(532.5-623.6),641.0,101169.0,No,
Incidence of all cancers,Age-standardized rate (males),2014,Eastern Ontario Health Unit,629.7,(583.0-676.4),722.0,101253.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2010,Simcoe Muskoka District Health Unit,679.9,(647.0-712.7),1698.0,255234.0,Higher,
Incidence of all cancers,Age-standardized rate (males),2011,Simcoe Muskoka District Health Unit,691.8,(659.4-724.2),1795.0,257520.0,Higher,
